start	end	spacer	repeat_unit
2822171	2822186	6	5
2822219	2822232	4	5
2822439	2822452	2	6
2822502	2822518	7	5
2822687	2822703	7	5
2822777	2822792	4	6
2823131	2823145	5	5
2823401	2823413	3	5
2823554	2823569	2	7
2823597	2823611	5	5
2823653	2823668	6	5
2823828	2823849	2	10
2824214	2824230	7	5
2824321	2824333	3	5
2824538	2824551	4	5
2824597	2824610	0	7
2825046	2825060	3	6
2825738	2825753	4	6
2825772	2825785	4	5
2825841	2825855	5	5
2825992	2826009	6	6
2826046	2826059	4	5
2826080	2826096	7	5
2826277	2826292	6	5
2826331	2826343	3	5
2826355	2826371	7	5
2826359	2826373	5	5
2826485	2826497	3	5
2826739	2826758	8	6
2826862	2826874	3	5
2827191	2827205	1	7
2827565	2827578	4	5
2828446	2828463	8	5
2828491	2828508	8	5
2828524	2828546	5	9
2829391	2829403	1	6
2829432	2829446	5	5
2829521	2829536	6	5
2829546	2829558	3	5
2829655	2829675	7	7
2830058	2830074	7	5
2830161	2830177	7	5
2830370	2830387	8	5
2830409	2830422	2	6
2830447	2830461	5	5
2830553	2830570	8	5
2830768	2830781	2	6
2830949	2830962	4	5
2831207	2831221	5	5
2831397	2831413	7	5
2831481	2831499	7	6
2831805	2831818	4	5
2831923	2831935	1	6
2832253	2832267	3	6
2832317	2832330	4	5
2832345	2832359	3	6
2832533	2832545	3	5
2832562	2832574	3	5
2832562	2832577	6	5
2832575	2832587	3	5
2832618	2832630	3	5
2832635	2832652	6	6
2832793	2832805	1	6
2832807	2832820	4	5
2833249	2833261	3	5
2833472	2833485	4	5
2833532	2833548	7	5
2833577	2833595	7	6
2833651	2833666	6	5
2833835	2833852	8	5
2833876	2833889	0	7
2833940	2833955	6	5
2834089	2834106	4	7
2834223	2834241	5	7
2834276	2834297	8	7
2834431	2834444	4	5
2834495	2834510	6	5
2834567	2834582	4	6
2834895	2834916	8	7
2834932	2834949	8	5
2835076	2835089	4	5
2835322	2835335	2	6
2835363	2835375	3	5
2835423	2835438	6	5
2835543	2835559	7	5
2835596	2835610	5	5
2835611	2835627	7	5
2835758	2835772	3	6
2836308	2836325	8	5
2837522	2837534	3	5
2837557	2837569	1	6
2837590	2837604	5	5
2837828	2837842	5	5
2837837	2837853	7	5
2837871	2837884	4	5
2837929	2837946	8	5
2838090	2838107	4	7
2838284	2838300	7	5
2838520	2838537	8	5
2839176	2839190	5	5
2839312	2839335	6	9
2839622	2839635	4	5
2839700	2839714	5	5
2840005	2840024	8	6
2840019	2840032	2	6
2840061	2840074	4	5
2840294	2840315	8	7
2840311	2840325	5	5
2840349	2840365	5	6
2840485	2840500	4	6
2840899	2840912	4	5
2841020	2841037	6	6
2841137	2841149	3	5
2841195	2841211	7	5
2841532	2841544	1	6
2842082	2842099	8	5
2842118	2842134	7	5
2842686	2842703	8	5
2842804	2842821	6	6
2842973	2842987	5	5
2843056	2843070	5	5
2843263	2843277	5	5
2843502	2843517	6	5
2843896	2843908	3	5
2844041	2844059	7	6
2844305	2844321	7	5
2844368	2844385	8	5
2844434	2844451	8	5
2845375	2845388	4	5
2845784	2845797	4	5
2845810	2845825	6	5
2845951	2845966	6	5
2846031	2846047	7	5
2846080	2846097	8	5
2846139	2846158	8	6
2846142	2846158	7	5
2846185	2846200	6	5
2846354	2846368	5	5
2846582	2846597	4	6
2846900	2846915	6	5
2846963	2846980	8	5
2847043	2847059	7	5
2847116	2847130	3	6
2847231	2847244	4	5
2847601	2847614	4	5
2847657	2847674	8	5
2847663	2847680	8	5
2847686	2847703	8	5
2847864	2847878	5	5
2848377	2848390	4	5
2848419	2848435	7	5
2848473	2848487	5	5
2848578	2848590	3	5
2848705	2848722	6	6
2848719	2848732	4	5
2848775	2848790	4	6
2848898	2848911	4	5
2848913	2848926	4	5
2849157	2849173	7	5
2849938	2849952	1	7
2850148	2850161	2	6
2850212	2850226	5	5
2850418	2850430	3	5
2850491	2850510	8	6
2850506	2850521	6	5
2850537	2850552	6	5
2850740	2850755	6	5
2850878	2850895	8	5
2850899	2850915	7	5
2850923	2850935	3	5
2851016	2851034	7	6
2851219	2851235	7	5
2851296	2851312	7	5
2851339	2851355	7	5
2851499	2851516	8	5
2851523	2851538	6	5
2851710	2851722	3	5
2851737	2851752	6	5
2851740	2851757	8	5
2851779	2851794	6	5
2851793	2851809	7	5
2851834	2851849	6	5
2851998	2852011	4	5
2852334	2852346	3	5
2852449	2852464	6	5
2852486	2852499	4	5
2852822	2852839	8	5
2852848	2852860	3	5
2852908	2852922	3	6
2853009	2853025	7	5
2853070	2853084	5	5
2853171	2853183	3	5
2853548	2853563	6	5
2853674	2853688	1	7
2853918	2853930	3	5
2854058	2854075	6	6
2854129	2854146	8	5
2854304	2854320	3	7
2854367	2854380	4	5
2854369	2854381	3	5
2854419	2854435	7	5
2854974	2854991	8	5
2854998	2855015	4	7
2855016	2855032	7	5
2855342	2855363	8	7
2855449	2855461	1	6
2855780	2855797	8	5
2855872	2855887	6	5
2856004	2856017	4	5
2856250	2856265	2	7
2856302	2856317	6	5
2856398	2856415	6	6
2856425	2856450	6	10
2856510	2856526	5	6
2856616	2856632	7	5
2856821	2856849	7	11
2856911	2856923	3	5
2857218	2857236	7	6
2857273	2857288	6	5
2857277	2857293	7	5
2857288	2857304	7	5
2857425	2857438	4	5
2857556	2857569	4	5
2857665	2857679	3	6
2857858	2857877	4	8
2857889	2857904	6	5
2857920	2857936	7	5
2858019	2858035	7	5
2858053	2858070	8	5
2858122	2858136	1	7
2858233	2858245	3	5
2858562	2858575	4	5
2858666	2858687	8	7
2858725	2858738	2	6
2858995	2859012	8	5
2859057	2859070	4	5
2859182	2859194	3	5
2859232	2859249	8	5
2859325	2859340	2	7
2859368	2859380	3	5
2859425	2859438	4	5
2859525	2859538	4	5
2859557	2859574	8	5
2859660	2859688	7	11
2859743	2859757	3	6
2859822	2859842	3	9
2859956	2859973	4	7
2859995	2860008	4	5
2860029	2860048	8	6
2860205	2860217	3	5
2860324	2860337	4	5
2860382	2860396	5	5
2860400	2860412	3	5
2860418	2860443	6	10
2860728	2860748	5	8
2860798	2860817	6	7
2860820	2860833	2	6
2861052	2861071	8	6
2861299	2861313	3	6
2861323	2861337	5	5
2861381	2861393	3	5
2861512	2861527	6	5
2861661	2861675	3	6
2861670	2861685	4	6
2861732	2861745	4	5
2861937	2861953	7	5
2862033	2862045	3	5
2862256	2862269	4	5
2862390	2862406	5	6
2862545	2862564	6	7
2862677	2862689	3	5
2862912	2862924	3	5
2863345	2863360	6	5
2863783	2863798	6	5
2863823	2863839	3	7
2863960	2863973	4	5
2864017	2864032	6	5
2864200	2864217	8	5
2864219	2864232	4	5
2864296	2864311	6	5
2864704	2864724	7	7
2864769	2864790	8	7
2865050	2865067	4	7
2865107	2865119	3	5
2865342	2865359	6	6
2865411	2865427	7	5
2865723	2865736	4	5
2865748	2865763	4	6
2865880	2865896	7	5
2866109	2866123	5	5
2866184	2866198	5	5
2866260	2866272	1	6
2866464	2866481	6	6
2866474	2866501	2	13
2866591	2866604	4	5
2866870	2866883	4	5
2866933	2866951	5	7
2867130	2867145	6	5
2867303	2867315	1	6
2867389	2867401	3	5
2867390	2867402	3	5
2867513	2867529	7	5
2867575	2867592	8	5
2867618	2867639	8	7
2867791	2867811	7	7
2867794	2867811	8	5
2867797	2867814	8	5
2868078	2868092	5	5
2868141	2868153	1	6
2868228	2868242	5	5
2868359	2868376	8	5
2868710	2868722	1	6
2868772	2868784	1	6
2868906	2868920	5	5
2869037	2869053	7	5
2869064	2869077	2	6
2869169	2869186	8	5
2869364	2869379	6	5
2869521	2869538	8	5
2869565	2869579	5	5
2869895	2869910	6	5
2870006	2870025	6	7
2870020	2870033	4	5
2870370	2870386	7	5
2870489	2870503	5	5
2870545	2870562	8	5
2870593	2870608	6	5
2870807	2870820	4	5
2870822	2870837	4	6
2870863	2870878	2	7
2870909	2870923	5	5
2870912	2870926	5	5
2870947	2870963	7	5
2870981	2870998	8	5
2871007	2871024	6	6
2871044	2871057	4	5
2871162	2871175	4	5
2871267	2871281	5	5
2871418	2871432	5	5
2871483	2871499	7	5
2871508	2871522	3	6
2871567	2871584	8	5
2871582	2871597	4	6
2871691	2871706	6	5
2871719	2871732	4	5
2871733	2871750	8	5
2871889	2871907	7	6
2872015	2872030	4	6
2872347	2872363	5	6
2872435	2872450	6	5
2872443	2872455	1	6
2872449	2872464	6	5
2872612	2872624	3	5
2872638	2872652	5	5
2872731	2872748	6	6
2872891	2872904	4	5
2872906	2872922	3	7
2872956	2872968	3	5
2873361	2873380	8	6
2873407	2873420	4	5
2873469	2873486	8	5
2873593	2873612	8	6
2873637	2873654	8	5
2873787	2873804	6	6
2873905	2873929	5	10
2873966	2873980	5	5
2874093	2874110	8	5
2874291	2874303	3	5
2874437	2874454	8	5
2874694	2874711	8	5
2874865	2874882	8	5
2874878	2874893	6	5
2875005	2875019	5	5
2875103	2875116	4	5
2875497	2875513	7	5
2875593	2875609	7	5
2875878	2875897	8	6
2875965	2875977	3	5
2876737	2876753	7	5
2876818	2876833	2	7
2876964	2876983	8	6
2877135	2877150	6	5
2877472	2877484	1	6
2877534	2877546	1	6
2877551	2877570	8	6
2877708	2877725	4	7
2877830	2877847	4	7
2877891	2877908	4	7
2877952	2877969	4	7
2878003	2878021	7	6
2878013	2878030	4	7
2878074	2878091	4	7
2878118	2878135	8	5
2878135	2878152	4	7
2878168	2878184	5	6
2878197	2878214	4	7
2878259	2878276	4	7
2878320	2878337	4	7
2878381	2878398	4	7
2878433	2878449	7	5
2878442	2878459	4	7
2878493	2878508	6	5
2878494	2878508	5	5
2878789	2878803	5	5
2879030	2879045	6	5
2879130	2879146	3	7
2879164	2879182	5	7
2879377	2879391	5	5
2879700	2879716	7	5
2880156	2880168	1	6
2880943	2880955	3	5
2880956	2880968	3	5
2881030	2881045	6	5
2881231	2881248	8	5
2881253	2881266	2	6
2881270	2881286	7	5
2881522	2881538	7	5
2881555	2881571	7	5
2881589	2881602	2	6
2881791	2881808	8	5
2882168	2882184	7	5
2882221	2882237	7	5
2882234	2882251	0	9
2882302	2882317	6	5
2882416	2882429	4	5
2882492	2882505	4	5
2882628	2882643	6	5
2882633	2882645	3	5
2882845	2882857	1	6
2882869	2882882	4	5
2882885	2882903	7	6
2882955	2882968	4	5
2883063	2883080	8	5
2883302	2883318	7	5
2883336	2883350	5	5
2883399	2883411	1	6
2883412	2883429	6	6
2883564	2883577	4	5
2883658	2883675	8	5
2883661	2883675	5	5
2883887	2883907	5	8
2883970	2883984	5	5
2884276	2884288	3	5
2884315	2884330	6	5
2884405	2884421	3	7
2884420	2884438	5	7
2884485	2884502	0	9
2884522	2884537	6	5
2884568	2884589	4	9
2884609	2884622	4	5
2884770	2884785	6	5
2885284	2885301	8	5
2885954	2885969	6	5
2885972	2885986	3	6
2886368	2886381	4	5
2886676	2886694	5	7
2886779	2886792	4	5
2887061	2887076	4	6
2887615	2887630	0	8
2887670	2887684	5	5
2887753	2887768	6	5
2887852	2887866	1	7
2887916	2887932	7	5
2888022	2888039	8	5
2888081	2888095	3	6
2888093	2888105	3	5
2888127	2888144	8	5
2888420	2888436	7	5
2888455	2888474	8	6
2888555	2888570	6	5
2888721	2888739	5	7
2888814	2888829	4	6
2889158	2889173	6	5
2889686	2889703	8	5
2889812	2889825	4	5
2889904	2889920	7	5
2890192	2890205	2	6
2890446	2890462	7	5
2890568	2890586	7	6
2890714	2890729	6	5
2890779	2890796	8	5
2890875	2890889	3	6
2890970	2890983	4	5
2891065	2891079	5	5
2891345	2891357	3	5
2891668	2891684	7	5
2891741	2891754	4	5
2891751	2891763	1	6
2891792	2891808	5	6
2892118	2892130	3	5
2892443	2892456	2	6
2892543	2892559	3	7
2892712	2892729	8	5
2892894	2892907	4	5
2893111	2893125	5	5
2893144	2893159	6	5
2893391	2893411	7	7
2893416	2893433	8	5
2893779	2893794	6	5
2893846	2893860	5	5
2894139	2894153	5	5
2894252	2894270	7	6
2894400	2894417	8	5
2894418	2894432	3	6
2894568	2894584	7	5
2894609	2894624	6	5
2894784	2894801	6	6
2894847	2894861	5	5
2895888	2895900	3	5
2896139	2896155	7	5
2896144	2896160	7	5
2896149	2896165	7	5
2896175	2896188	4	5
2896222	2896239	8	5
2896444	2896457	4	5
2896572	2896591	8	6
2897033	2897049	5	6
2897256	2897271	6	5
2897385	2897397	3	5
2897446	2897462	7	5
2897591	2897605	5	5
2897622	2897638	3	7
2897748	2897765	8	5
2897901	2897922	4	9
2898100	2898112	3	5
2898577	2898596	8	6
2898755	2898772	6	6
2898933	2898946	4	5
2899072	2899084	3	5
2899153	2899165	3	5
2899160	2899176	7	5
2899263	2899276	4	5
2900306	2900345	8	16
2900398	2900413	4	6
2900408	2900420	1	6
2900565	2900579	5	5
2900804	2900821	8	5
2900907	2900920	4	5
2901163	2901178	4	6
2901807	2901824	6	6
2901910	2901926	7	5
2901978	2901991	4	5
2902387	2902403	7	5
2902487	2902502	2	7
2902609	2902624	6	5
2902631	2902645	3	6
2902773	2902789	7	5
2902949	2902965	7	5
2903042	2903055	4	5
2903049	2903064	6	5
2903343	2903355	3	5
2903382	2903407	8	9
2903427	2903444	4	7
2903448	2903463	4	6
2903572	2903591	6	7
2903787	2903804	6	6
2903799	2903813	5	5
2903808	2903823	6	5
2903833	2903850	4	7
2904020	2904037	4	7
2904081	2904098	4	7
2904142	2904159	4	7
2904175	2904190	6	5
2904203	2904220	4	7
2904264	2904281	4	7
2904325	2904342	4	7
2904386	2904403	4	7
2904510	2904525	4	6
2904587	2904604	8	5
2904632	2904644	1	6
2904721	2904741	3	9
2904753	2904766	4	5
2904772	2904787	6	5
2905298	2905310	3	5
2905371	2905388	8	5
2905438	2905452	3	6
2905484	2905496	3	5
2905608	2905624	7	5
2905771	2905783	3	5
2906346	2906362	5	6
2906422	2906435	2	6
2906496	2906509	2	6
2906561	2906577	7	5
2906594	2906623	4	13
2906670	2906682	3	5
2906890	2906905	6	5
2907017	2907033	7	5
2907213	2907228	6	5
2907479	2907493	3	6
2907480	2907495	2	7
2907570	2907582	1	6
2907986	2908010	1	12
2908062	2908076	3	6
2908102	2908119	8	5
2908233	2908245	3	5
2908232	2908249	6	6
2908361	2908377	7	5
2908478	2908494	1	8
2908561	2908575	5	5
2908653	2908665	3	5
2908730	2908748	7	6
2908783	2908796	4	5
2909135	2909151	7	5
2909356	2909373	6	6
2909414	2909431	8	5
2909485	2909500	6	5
2909671	2909688	8	5
2909848	2909866	3	8
2910221	2910237	3	7
2910291	2910308	8	5
2910520	2910538	7	6
2910714	2910727	4	5
2910999	2911017	3	8
2911029	2911044	6	5
2911251	2911266	6	5
2911386	2911400	1	7
2911580	2911595	4	6
2911697	2911712	6	5
2911908	2911924	3	7
2912060	2912077	6	6
2912348	2912363	6	5
2912611	2912624	4	5
2912751	2912770	6	7
2912763	2912778	6	5
2912931	2912950	8	6
2913042	2913058	7	5
2913259	2913275	7	5
2913299	2913314	4	6
2913317	2913331	5	5
2913496	2913509	0	7
2913515	2913527	3	5
2913589	2913606	8	5
2913677	2913690	2	6
2913963	2913976	4	5
2914123	2914140	8	5
2914395	2914407	3	5
2914405	2914421	7	5
2914467	2914483	7	5
2914587	2914603	7	5
2914958	2914975	8	5
2915364	2915378	5	5
2915386	2915401	6	5
2915488	2915503	6	5
2915519	2915536	8	5
2915577	2915592	2	7
2915909	2915928	8	6
2915972	2915988	5	6
2916068	2916080	1	6
2916071	2916091	7	7
2916138	2916151	4	5
2916408	2916423	6	5
2916431	2916444	2	6
2916699	2916715	7	5
2916807	2916825	7	6
2916888	2916903	6	5
2917002	2917015	4	5
2917001	2917020	8	6
2917016	2917030	5	5
2917064	2917081	8	5
2917072	2917085	4	5
2917496	2917510	5	5
2917641	2917655	3	6
2917933	2917945	1	6
2917954	2917970	7	5
2917969	2917985	7	5
2918007	2918032	6	10
2918428	2918444	7	5
2918499	2918513	5	5
2918575	2918592	8	5
2918650	2918665	6	5
2918788	2918802	5	5
2918971	2918988	6	6
2919006	2919018	3	5
2919248	2919262	3	6
2919285	2919298	4	5
2919420	2919432	3	5
2919552	2919566	5	5
2919574	2919591	8	5
2919618	2919630	3	5
2919863	2919877	5	5
2920036	2920053	4	7
2920266	2920284	7	6
2920394	2920410	7	5
2920405	2920417	3	5
2920432	2920449	6	6
2920444	2920458	5	5
2920597	2920611	5	5
2920631	2920648	8	5
2920774	2920790	7	5
2920887	2920900	4	5
2920917	2920930	4	5
2921413	2921432	6	7
2921659	2921674	6	5
2921682	2921700	7	6
2921793	2921805	1	6
2921844	2921860	3	7
2922207	2922220	4	5
2922567	2922582	6	5
2923018	2923034	7	5
2923221	2923240	8	6
2923228	2923242	5	5
2923360	2923373	4	5
2923382	2923395	4	5
2923916	2923931	2	7
2923962	2923977	2	7
2924256	2924269	4	5
2924273	2924285	3	5
2924319	2924333	3	6
2924381	2924393	3	5
2924427	2924441	5	5
2924453	2924467	3	6
2924483	2924495	3	5
2924522	2924539	8	5
2924601	2924613	3	5
2924614	2924629	4	6
2924620	2924636	7	5
2924627	2924641	5	5
2924689	2924701	1	6
2924747	2924761	5	5
2924987	2925007	7	7
2925051	2925070	8	6
2925163	2925180	6	6
2925170	2925189	8	6
2925368	2925387	8	6
2925465	2925477	3	5
2925892	2925906	5	5
2926028	2926050	7	8
2926041	2926053	3	5
2926074	2926088	5	5
2926195	2926211	7	5
2926212	2926230	7	6
2926279	2926291	3	5
2926456	2926473	4	7
2926506	2926521	6	5
2926568	2926580	1	6
2927025	2927042	8	5
2927255	2927268	4	5
2927257	2927269	1	6
2927323	2927342	8	6
2927578	2927591	4	5
2927740	2927756	7	5
2927844	2927859	6	5
2927964	2927978	3	6
2928001	2928013	3	5
2928376	2928392	5	6
2928520	2928534	5	5
2928919	2928932	4	5
2929078	2929095	8	5
2929369	2929382	0	7
2929452	2929465	4	5
2929479	2929497	7	6
2929527	2929546	6	7
2929651	2929665	3	6
2929833	2929849	5	6
2929950	2929966	7	5
2930355	2930371	5	6
2930445	2930457	1	6
2930493	2930510	8	5
2930523	2930535	3	5
2930804	2930821	8	5
2930837	2930852	2	7
2930892	2930909	6	6
2930955	2930975	5	8
2931115	2931128	4	5
2931196	2931213	8	5
2931338	2931351	2	6
2931374	2931388	3	6
2931779	2931796	6	6
2931864	2931884	7	7
2932038	2932052	5	5
2932148	2932160	1	6
2932180	2932197	8	5
2932395	2932407	3	5
2932521	2932536	6	5
2932910	2932925	6	5
2932993	2933005	1	6
2933389	2933407	7	6
2933589	2933604	6	5
2933616	2933632	7	5
2933746	2933761	6	5
2934109	2934130	8	7
2934462	2934483	8	7
2934469	2934482	4	5
2934556	2934573	8	5
2934995	2935010	6	5
2935281	2935294	4	5
2935521	2935540	8	6
2935527	2935540	4	5
2935757	2935770	2	6
2935955	2935974	8	6
2936021	2936033	3	5
2936028	2936047	8	6
2936352	2936367	2	7
2936843	2936857	5	5
2936850	2936867	8	5
2936894	2936911	8	5
2937037	2937055	5	7
2937112	2937127	6	5
2937424	2937451	6	11
2937539	2937555	5	6
2937704	2937717	4	5
2938009	2938023	5	5
2938018	2938033	0	8
2938347	2938360	4	5
2938463	2938475	1	6
2938589	2938605	7	5
2938704	2938718	5	5
2938754	2938766	3	5
2938991	2939003	3	5
2939228	2939244	5	6
2939284	2939296	3	5
2939324	2939342	5	7
2939572	2939589	8	5
2939620	2939634	3	6
2939838	2939855	8	5
2940019	2940031	3	5
2940169	2940185	7	5
2940334	2940347	4	5
2940847	2940862	6	5
2940875	2940892	8	5
2941420	2941437	8	5
2941590	2941604	5	5
2941694	2941719	8	9
2941765	2941779	3	6
2942339	2942353	5	5
2942434	2942446	3	5
2942584	2942601	2	8
2942789	2942807	5	7
2942809	2942823	3	6
2942873	2942894	6	8
2943164	2943179	6	5
2943175	2943191	7	5
2943376	2943395	8	6
2943409	2943425	7	5
2943512	2943529	8	5
2943680	2943698	7	6
2944064	2944078	5	5
2944230	2944247	8	5
2944386	2944403	8	5
2944796	2944808	3	5
2944950	2944967	8	5
2945006	2945019	4	5
2945406	2945423	6	6
2945672	2945684	3	5
2946026	2946042	5	6
2946143	2946155	3	5
2946802	2946817	6	5
2946822	2946839	8	5
2946992	2947004	3	5
2947036	2947053	8	5
2947122	2947134	3	5
2947267	2947282	6	5
2947414	2947430	7	5
2947524	2947540	7	5
2947634	2947650	7	5
2947691	2947708	4	7
2948040	2948056	7	5
2948068	2948080	1	6
2948113	2948129	7	5
2948279	2948296	2	8
2948652	2948669	8	5
2948668	2948685	8	5
2948906	2948923	4	7
2949443	2949460	8	5
2949632	2949649	6	6
2949647	2949661	1	7
2949880	2949893	4	5
2950018	2950035	8	5
2950707	2950724	8	5
2950745	2950758	4	5
2951120	2951135	6	5
2951302	2951317	4	6
2951440	2951453	4	5
2951545	2951558	4	5
2951548	2951565	8	5
2951583	2951600	8	5
2951610	2951625	6	5
2951868	2951884	7	5
2952442	2952457	4	6
2953151	2953163	3	5
2953280	2953294	5	5
2953453	2953465	3	5
2953540	2953552	3	5
2953580	2953596	7	5
2953791	2953803	3	5
2953934	2953948	5	5
2954067	2954079	3	5
2954431	2954449	7	6
2954642	2954655	4	5
2954708	2954723	6	5
2955089	2955104	6	5
2955320	2955339	8	6
2955420	2955435	6	5
2955552	2955567	6	5
2955856	2955872	5	6
2955886	2955902	7	5
2956152	2956168	7	5
2956593	2956606	4	5
2956956	2956968	3	5
2957117	2957133	7	5
2957378	2957394	7	5
2957804	2957818	5	5
2958169	2958184	6	5
2958502	2958516	5	5
2958831	2958843	3	5
2958998	2959010	3	5
2959097	2959114	8	5
2959157	2959171	5	5
2959199	2959216	8	5
2959576	2959591	6	5
2959718	2959733	4	6
2959773	2959790	8	5
2959963	2959976	4	5
2959988	2960000	1	6
2960302	2960318	7	5
2960566	2960578	1	6
2960918	2960938	5	8
2961196	2961208	3	5
2961242	2961257	4	6
2961465	2961481	7	5
2961585	2961600	6	5
2961588	2961605	6	6
2961636	2961649	2	6
2961751	2961770	8	6
2962009	2962023	3	6
2962037	2962051	5	5
2962193	2962208	6	5
2962319	2962336	6	6
2962463	2962480	8	5
2962522	2962539	8	5
2962553	2962570	2	8
2962913	2962930	8	5
2962951	2962975	7	9
2963133	2963148	6	5
2963155	2963170	6	5
2963998	2964011	2	6
2964259	2964274	6	5
2964320	2964339	6	7
2964419	2964440	8	7
2964672	2964687	6	5
2964716	2964728	1	6
2964824	2964841	8	5
2964843	2964856	4	5
2965341	2965356	6	5
2965429	2965443	5	5
2965503	2965516	4	5
2965859	2965871	3	5
2965998	2966013	6	5
2966062	2966081	8	6
2966249	2966267	7	6
2966470	2966482	1	6
2967354	2967370	7	5
2967492	2967510	7	6
2967524	2967536	3	5
2967743	2967755	3	5
2967867	2967879	3	5
2967954	2967969	6	5
2967982	2967997	6	5
2968038	2968051	4	5
2968052	2968066	5	5
2968194	2968208	5	5
2968316	2968332	7	5
2968371	2968387	5	6
2968860	2968874	3	6
2969080	2969094	3	6
2969289	2969302	2	6
2969522	2969539	8	5
2969697	2969711	5	5
2969832	2969846	5	5
2969864	2969877	4	5
2969899	2969916	4	7
2969936	2969953	8	5
2969951	2969969	7	6
2970056	2970068	3	5
2970172	2970187	4	6
2970314	2970328	5	5
2970422	2970439	8	5
2970545	2970557	3	5
2970772	2970788	7	5
2971057	2971074	8	5
2971089	2971103	5	5
2971213	2971229	7	5
2972143	2972158	6	5
2972251	2972268	8	5
2972297	2972316	8	6
2972504	2972518	3	6
2972621	2972638	8	5
2972640	2972653	4	5
2972640	2972665	2	12
2972800	2972816	7	5
2973186	2973199	2	6
2973452	2973467	6	5
2973582	2973596	5	5
2973631	2973648	8	5
2973782	2973798	7	5
2973821	2973837	7	5
2973920	2973934	5	5
2973934	2973946	3	5
2974034	2974048	5	5
2974165	2974178	4	5
2974402	2974419	8	5
2974518	2974531	4	5
2974835	2974848	4	5
2975433	2975447	5	5
2975503	2975520	6	6
2975569	2975582	4	5
2976108	2976129	4	9
2976144	2976160	5	6
2976312	2976329	2	8
2976348	2976362	5	5
2977544	2977558	5	5
2977560	2977575	6	5
2977893	2977906	4	5
2977991	2978008	8	5
2978123	2978140	8	5
2978198	2978214	7	5
2978359	2978374	6	5
2978548	2978560	3	5
2978564	2978579	6	5
2978736	2978751	6	5
2978921	2978948	8	10
2979060	2979073	4	5
2979272	2979286	3	6
2979760	2979777	8	5
2979934	2979950	5	6
2980107	2980121	5	5
2980198	2980216	7	6
2980586	2980600	5	5
2980731	2980757	5	11
2980971	2980987	7	5
2980998	2981013	6	5
2981011	2981023	1	6
2981188	2981204	5	6
2981333	2981345	1	6
2981511	2981528	8	5
2981610	2981623	2	6
2981653	2981670	6	6
2981892	2981907	4	6
2982050	2982063	4	5
2982121	2982133	1	6
2982223	2982237	5	5
2982314	2982329	6	5
2982355	2982375	7	7
2982386	2982402	3	7
2982394	2982411	8	5
2982456	2982475	4	8
2982527	2982541	3	6
2982706	2982719	2	6
2983029	2983043	1	7
2983377	2983390	4	5
2983567	2983580	2	6
2983622	2983634	3	5
2983724	2983737	4	5
2983780	2983794	5	5
2983925	2983939	5	5
2983948	2983960	3	5
2983969	2983981	1	6
2984171	2984183	1	6
2984252	2984273	8	7
2984652	2984664	3	5
2985016	2985030	5	5
2985463	2985478	6	5
2985658	2985675	6	6
2985660	2985674	5	5
2985661	2985674	4	5
2985666	2985679	4	5
2985871	2985888	4	7
2985896	2985908	3	5
2986097	2986109	3	5
2986101	2986117	1	8
2986721	2986735	5	5
2986947	2986965	7	6
2987089	2987119	3	14
2987219	2987244	4	11
2987392	2987405	2	6
2987441	2987459	7	6
2987474	2987490	5	6
2987586	2987602	7	5
2987618	2987637	8	6
2987882	2987896	5	5
2987972	2987984	3	5
2988007	2988026	8	6
2988063	2988076	2	6
2988076	2988088	3	5
2988125	2988141	5	6
2988126	2988144	7	6
2988130	2988148	5	7
2988209	2988222	4	5
2988227	2988239	3	5
2988342	2988354	3	5
2988358	2988373	2	7
2988410	2988426	7	5
2988426	2988442	5	6
2988511	2988525	5	5
2988513	2988526	4	5
2988694	2988711	8	5
2989078	2989090	1	6
2989299	2989314	6	5
2989420	2989433	4	5
2989492	2989504	3	5
2989547	2989566	8	6
2989873	2989886	2	6
2990085	2990097	1	6
2990199	2990215	7	5
2990240	2990253	2	6
2990335	2990352	8	5
2990488	2990505	8	5
2990692	2990704	3	5
2990753	2990769	7	5
2990974	2990988	5	5
2990990	2991006	7	5
2990991	2991003	1	6
2991019	2991035	7	5
2991073	2991093	7	7
2991088	2991105	6	6
2991099	2991118	6	7
2991160	2991176	7	5
2991174	2991191	8	5
2991186	2991202	7	5
2991283	2991297	3	6
2991447	2991461	1	7
2991455	2991474	8	6
2991656	2991672	7	5
2991750	2991765	6	5
2991784	2991819	8	14
2991845	2991861	5	6
2992334	2992347	2	6
2992351	2992367	7	5
2992426	2992441	6	5
2992495	2992507	3	5
2992612	2992627	6	5
2992729	2992746	8	5
2992768	2992781	2	6
2993003	2993020	8	5
2993019	2993036	8	5
2993056	2993073	6	6
2993077	2993093	5	6
2993240	2993252	1	6
2993269	2993286	4	7
2993511	2993525	5	5
2993529	2993542	4	5
2993536	2993550	1	7
2993817	2993830	4	5
2993878	2993907	8	11
2993954	2993967	4	5
2993978	2993998	7	7
2994011	2994023	3	5
2994291	2994309	7	6
2994382	2994396	5	5
2994383	2994397	3	6
2994385	2994397	3	5
2994578	2994596	5	7
2994811	2994823	1	6
2994923	2994941	7	6
2995111	2995126	6	5
2995206	2995220	3	6
2995216	2995229	4	5
2995216	2995230	5	5
2995215	2995232	6	6
2995249	2995263	3	6
2995361	2995377	7	5
2995543	2995559	7	5
2995548	2995566	3	8
2995654	2995668	5	5
2995675	2995687	1	6
