"TF-Condition-#","Start Position","End Position","MACE S/N","Closest gene","Operon"
"H-NS-expo-299","1545545","1545575","1.2","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-300","1545589","1545617","1.09","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-301","1545678","1545708","1.05","yddK_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-302","1545736","1545778","1.44","yddL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK</a>"
"H-NS-expo-303","1545800","1545837","1.29","yddL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK,yddL</a>"
"H-NS-expo-304","1545916","1545944","1.8","yddL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK,yddL</a>"
"H-NS-expo-305","1545998","1546061","1.39","yddL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK,yddL</a>"
"H-NS-expo-306","1546043","1546080","1.58","yddL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK,yddL</a>"
"H-NS-expo-307","1546249","1546256","1.15","yddL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026982&organism=ECK12&type=All#OPERON"" target=""_blank"">yddK,yddL</a>"
"H-NS-expo-308","1572115","1572150","1.35","gadB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009757&organism=ECK12&type=All#OPERON"" target=""_blank"">gadC,gadB</a>"
"H-NS-expo-309","1572238","1572265","1.66","gadB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009757&organism=ECK12&type=All#OPERON"" target=""_blank"">gadC,gadB</a>"
"H-NS-expo-310","1572343","1572363","2.01","gadB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009757&organism=ECK12&type=All#OPERON"" target=""_blank"">gadC,gadB</a>"
"H-NS-expo-311","1584041","1584069","1.4","safA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120033595&organism=ECK12&type=All#OPERON"" target=""_blank"">safA,ydeO</a>"
"H-NS-expo-312","1584144","1584163","1.02","safA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120033595&organism=ECK12&type=All#OPERON"" target=""_blank"">safA,ydeO</a>"
"H-NS-expo-313","1586770","1586803","1.04","ydeP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015478&organism=ECK12&type=All#OPERON"" target=""_blank"">ydeP</a>"
"H-NS-expo-314","1598175","1598203","1.07","yneO_1","yneO_1,yneO_2"
"H-NS-expo-315","1624560","1624585","1.64","ydeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021130&organism=ECK12&type=All#OPERON"" target=""_blank"">ydeJ</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125135688&organism=ECK12&type=All#OPERON"" target=""_blank"">ydeI</a>"
"H-NS-expo-316","1624709","1624738","1.37","ydeJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021130&organism=ECK12&type=All#OPERON"" target=""_blank"">ydeJ</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125135688&organism=ECK12&type=All#OPERON"" target=""_blank"">ydeI</a>"
"H-NS-expo-317","1633332","1633360","1.28","pinQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027014&organism=ECK12&type=All#OPERON"" target=""_blank"">pinQ</a>"
"H-NS-expo-318","1633459","1633496","1.31","pinQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027014&organism=ECK12&type=All#OPERON"" target=""_blank"">pinQ</a>"
"H-NS-expo-319","1637124","1637160","1.24","ydfO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027016&organism=ECK12&type=All#OPERON"" target=""_blank"">ydfO</a>"
"H-NS-expo-320","1637308","1637315","1.4","ydfO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027016&organism=ECK12&type=All#OPERON"" target=""_blank"">ydfO</a>"
"H-NS-expo-321","1637427","1637464","1.24","ydfO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027016&organism=ECK12&type=All#OPERON"" target=""_blank"">ydfO</a>"
"H-NS-expo-322","1637496","1637520","1.36","nohQ",""
"H-NS-expo-323","1637642","1637686","2.42","gnsB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027017&organism=ECK12&type=All#OPERON"" target=""_blank"">gnsB</a>"
"H-NS-expo-324","1638812","1638849","1.49","cspI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010984&organism=ECK12&type=All#OPERON"" target=""_blank"">cspI</a>"
"H-NS-expo-325","1754668","1754701","1.07","ydhY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120034535&organism=ECK12&type=All#OPERON"" target=""_blank"">ydhV,ydhY,ydhX,ydhT,ydhW,ydhU</a>"
"H-NS-expo-326","1754825","1754834","1.14","ydhY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120034535&organism=ECK12&type=All#OPERON"" target=""_blank"">ydhV,ydhY,ydhX,ydhT,ydhW,ydhU</a>"
"H-NS-expo-327","1804293","1804323","1.05","arpB_2",""
"H-NS-expo-328","1804434","1804457","1.2","arpB_2",""
"H-NS-expo-329","1804631","1804663","1.19","arpB_2",""
"H-NS-expo-330","1804687","1804711","1.22","arpB_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027076&organism=ECK12&type=All#OPERON"" target=""_blank"">yniD</a>"
"H-NS-expo-331","1804890","1804949","1.1","arpB_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027076&organism=ECK12&type=All#OPERON"" target=""_blank"">yniD</a>"
"H-NS-expo-332","1804927","1804945","1.4","arpB_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027076&organism=ECK12&type=All#OPERON"" target=""_blank"">yniD</a>"
"H-NS-expo-333","1812658","1812685","1.44","ydjO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027081&organism=ECK12&type=All#OPERON"" target=""_blank"">ydjO</a>"
"H-NS-expo-334","1812771","1812802","1.98","ydjO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027081&organism=ECK12&type=All#OPERON"" target=""_blank"">ydjO</a>"
"H-NS-expo-335","1812827","1812849","1.76","ydjO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027081&organism=ECK12&type=All#OPERON"" target=""_blank"">ydjO</a>"
"H-NS-expo-336","1812897","1812927","1.79","ydjO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027081&organism=ECK12&type=All#OPERON"" target=""_blank"">ydjO</a>"
"H-NS-expo-337","1812987","1813018","2.13","ydjO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027081&organism=ECK12&type=All#OPERON"" target=""_blank"">ydjO</a>"
"H-NS-expo-338","1813214","1813236","1.34","ydjO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027081&organism=ECK12&type=All#OPERON"" target=""_blank"">ydjO</a>"
"H-NS-expo-339","1870361","1870390","1.42","yeaI","yeaI"
"H-NS-expo-340","1870515","1870550","1.99","yeaI","yeaI"
"H-NS-expo-341","1870669","1870694","1.84","yeaI","yeaI"
"H-NS-expo-342","1870781","1870811","2.2","yeaI","yeaI"
"H-NS-expo-343","1905238","1905274","1.55","yobD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027114&organism=ECK12&type=All#OPERON"" target=""_blank"">yobD,mntP</a>"
"H-NS-expo-344","1907905","1907916","1.04","yobF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027117&organism=ECK12&type=All#OPERON"" target=""_blank"">cspC,yobF</a>"
"H-NS-expo-345","1908090","1908115","1.16","yobF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027117&organism=ECK12&type=All#OPERON"" target=""_blank"">cspC,yobF</a>"
"H-NS-expo-346","1946240","1946290","0.93","yebB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015362&organism=ECK12&type=All#OPERON"" target=""_blank"">yebB</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009541&organism=ECK12&type=All#OPERON"" target=""_blank"">yobI,ruvB,ruvA</a>"
"H-NS-expo-347","1958210","1958245","1.44","torY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009811&organism=ECK12&type=All#OPERON"" target=""_blank"">torZ,torY</a>"
"H-NS-expo-348","2011160","2011196","1.41","intG",""
"H-NS-expo-349","2011332","2011361","1.94","yedN_3","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN</a>"
"H-NS-expo-350","2011456","2011487","1.95","yedN_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN,yedN_2</a>"
"H-NS-expo-351","2011581","2011619","1.78","yedN_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN,yedN_2</a>"
"H-NS-expo-352","2011962","2011976","1.28","yedN_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN,yedN_2</a>"
"H-NS-expo-353","2012073","2012095","1.34","yedN_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021252&organism=ECK12&type=All#OPERON"" target=""_blank"">intG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN,yedN_2,yedN_1</a>"
"H-NS-expo-354","2012147","2012171","1.93","yedN_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021252&organism=ECK12&type=All#OPERON"" target=""_blank"">intG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN,yedN_2,yedN_1</a>"
"H-NS-expo-355","2012237","2012271","1.54","yedN_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021252&organism=ECK12&type=All#OPERON"" target=""_blank"">intG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN,yedN_2,yedN_1</a>"
"H-NS-expo-356","2012349","2012384","1.13","yedN_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021252&organism=ECK12&type=All#OPERON"" target=""_blank"">intG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027150&organism=ECK12&type=All#OPERON"" target=""_blank"">yedN,yedN_2,yedN_1</a>"
"H-NS-expo-357","2033533","2033561","1.46","yedR","yedR,yedJ"
"H-NS-expo-358","2033616","2033653","2.55","yedR","yedS_1,yedS_2,yedR,yedJ"
"H-NS-expo-359","2033657","2033688","3.48","yedR","yedS_1,yedS_2,yedR,yedJ"
"H-NS-expo-360","2033807","2033833","1.4","yedS_1","yedS_1,yedS_2,yedR,yedJ"
"H-NS-expo-361","2033941","2033982","1.71","yedS_1","yedS_1,yedS_2,yedR,yedJ"
"H-NS-expo-362","2033995","2034014","1.69","yedS_1","yedS_1,yedS_2"
"H-NS-expo-363","2056566","2056603","1.21","yeeN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027167&organism=ECK12&type=All#OPERON"" target=""_blank"">yeeN</a>"
"H-NS-expo-364","2103202","2103236","1.8","wbbL_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021245&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbL_1,insH1</a>"
"H-NS-expo-365","2103288","2103319","1.75","wbbL_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021245&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbL_1,insH1</a>"
"H-NS-expo-366","2103430","2103463","1.64","wbbK","wbbL_1"
"H-NS-expo-367","2103468","2103500","1.8","wbbK","wbbL_1"
"H-NS-expo-368","2103553","2103582","1.71","wbbK","wbbL_1"
"H-NS-expo-369","2103684","2103691","1.25","wbbK","wbbL_1"
"H-NS-expo-370","2103846","2103875","2.71","wbbK","wbbL_1"
"H-NS-expo-371","2103918","2103947","2.73","wbbK",""
"H-NS-expo-372","2104041","2104047","2.85","wbbK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbK</a>"
"H-NS-expo-373","2104218","2104227","1.96","wbbK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbK</a>"
"H-NS-expo-374","2104300","2104332","1.78","wbbK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbK</a>"
"H-NS-expo-375","2105381","2105416","1.15","wbbI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-376","2105580","2105608","1.28","wbbI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-377","2105740","2105764","1.36","wbbI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-378","2105829","2105858","1.8","wbbI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-379","2105925","2105965","2.28","wbbI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-380","2106087","2106096","2.06","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-381","2106122","2106157","1.92","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-382","2106261","2106291","1.97","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-383","2106387","2106415","2.14","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-384","2106465","2106496","2.02","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-385","2106518","2106540","2.22","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030146&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbJ,wbbI,wbbK</a>"
"H-NS-expo-386","2106653","2106678","1.96","wbbH",""
"H-NS-expo-387","2106740","2106762","1.16","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH</a>"
"H-NS-expo-388","2106817","2106843","1.52","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH</a>"
"H-NS-expo-389","2106937","2106968","2.6","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH</a>"
"H-NS-expo-390","2107017","2107046","2.38","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH</a>"
"H-NS-expo-391","2107160","2107192","2.71","wbbH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH</a>"
"H-NS-expo-392","2107313","2107356","2.61","glf","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-393","2107408","2107434","1.41","glf","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-394","2107495","2107500","1.82","glf","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-395","2107560","2107593","1.35","glf","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-396","2107767","2107811","0.88","glf",""
"H-NS-expo-397","2107886","2107908","1.21","glf","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-398","2108095","2108137","1.57","glf","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-399","2108284","2108306","1.54","glf","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-400","2108379","2108404","1.44","wzxB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-401","2108461","2108490","1.44","wzxB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-402","2108543","2108571","1.46","wzxB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-403","2108658","2108677","1.73","wzxB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-404","2108763","2108792","2.03","wzxB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030144&organism=ECK12&type=All#OPERON"" target=""_blank"">wbbH,glf</a>"
"H-NS-expo-405","2108855","2108874","1.72","wzxB",""
"H-NS-expo-406","2108987","2109018","1.78","wzxB",""
"H-NS-expo-407","2109044","2109071","2.21","wzxB",""
"H-NS-expo-408","2109255","2109283","1.41","wzxB","wzxB"
"H-NS-expo-409","2109344","2109369","1.52","wzxB","wzxB"
"H-NS-expo-410","2109444","2109470","1.43","wzxB","wzxB"
"H-NS-expo-411","2109520","2109544","1.24","wzxB","wzxB"
"H-NS-expo-412","2109581","2109604","1.08","rfbC","wzxB,rfbC"
"H-NS-expo-413","2109687","2109710","1.21","rfbC","wzxB,rfbC"
"H-NS-expo-414","2130114","2130122","1.32","wcaD","cpsB,cpsG,wcaF,wcaG,wcaH,wzxC,wcaJ,wcaD,wcaI,gmd,wcaE"
"H-NS-expo-415","2137296","2137305","1.15","wza","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009398&organism=ECK12&type=All#OPERON"" target=""_blank"">wcaA,wzb,wcaB,wza,wzc</a>"
"H-NS-expo-416","2137515","2137549","1.56","wza","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021147&organism=ECK12&type=All#OPERON"" target=""_blank"">yegH</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009398&organism=ECK12&type=All#OPERON"" target=""_blank"">wcaA,wzb,wcaB,wza,wzc</a>"
"H-NS-expo-417","2137680","2137728","0.84","yegH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021147&organism=ECK12&type=All#OPERON"" target=""_blank"">yegH</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009398&organism=ECK12&type=All#OPERON"" target=""_blank"">wcaA,wzb,wcaB,wza,wzc</a>"
"H-NS-expo-418","2168186","2168219","1.14","yegR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015335&organism=ECK12&type=All#OPERON"" target=""_blank"">yegZ,yegR</a>"
"H-NS-expo-419","2168219","2168251","1.21","yegR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015948&organism=ECK12&type=All#OPERON"" target=""_blank"">yegS</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015335&organism=ECK12&type=All#OPERON"" target=""_blank"">yegZ,yegR</a>"
"H-NS-expo-420","2168458","2168496","0.78","yegR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015948&organism=ECK12&type=All#OPERON"" target=""_blank"">yegS</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015335&organism=ECK12&type=All#OPERON"" target=""_blank"">yegZ,yegR</a>"
"H-NS-expo-421","2190982","2191015","1.55","yehC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehC,yehB</a>"
"H-NS-expo-422","2191072","2191088","1.59","yehC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehC,yehB</a>"
"H-NS-expo-423","2191266","2191295","1.5","yehC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehC,yehB</a>"
"H-NS-expo-424","2191966","2191986","1.01","yehD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehD,yehC,yehB</a>"
"H-NS-expo-425","2192120","2192148","3.57","yehD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehD,yehC,yehB</a>"
"H-NS-expo-426","2192154","2192174","1.94","yehD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehD,yehC,yehB</a>"
"H-NS-expo-427","2192316","2192347","1.55","yehD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehD,yehC,yehB</a>"
"H-NS-expo-428","2192452","2192453","1.15","yehD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027206&organism=ECK12&type=All#OPERON"" target=""_blank"">yehA,yehD,yehC,yehB</a>"
"H-NS-expo-429","2204235","2204243","1.1","yehK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027213&organism=ECK12&type=All#OPERON"" target=""_blank"">yehK,yehM,yehL,yehQ,yehP</a>"
"H-NS-expo-430","2204498","2204537","0.95","yehL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027213&organism=ECK12&type=All#OPERON"" target=""_blank"">yehQ,yehL,yehP,yehM</a>"
"H-NS-expo-431","2312850","2312967","0.92","ompC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009242&organism=ECK12&type=All#OPERON"" target=""_blank"">ompC</a>"
"H-NS-expo-432","2313136","2313171","1.39","rcsD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030184&organism=ECK12&type=All#OPERON"" target=""_blank"">rcsD,rcsB</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009242&organism=ECK12&type=All#OPERON"" target=""_blank"">ompC</a>"
"H-NS-expo-433","2344207","2344216","1.68","yfaL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021153&organism=ECK12&type=All#OPERON"" target=""_blank"">yfaL</a>"
"H-NS-expo-434","2344398","2344435","1.4","yfaL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009240&organism=ECK12&type=All#OPERON"" target=""_blank"">nrdB,yfaE,nrdA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021153&organism=ECK12&type=All#OPERON"" target=""_blank"">yfaL</a>"
"H-NS-expo-435","2382794","2382831","1.18","elaD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027263&organism=ECK12&type=All#OPERON"" target=""_blank"">elaD</a>"
"H-NS-expo-436","2382868","2382900","1.61","elaD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027263&organism=ECK12&type=All#OPERON"" target=""_blank"">elaD</a>"
"H-NS-expo-437","2382958","2382982","1.3","elaD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027263&organism=ECK12&type=All#OPERON"" target=""_blank"">elaD</a>"
"H-NS-expo-438","2383140","2383162","1.49","elaD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027263&organism=ECK12&type=All#OPERON"" target=""_blank"">elaD</a>"
"H-NS-expo-439","2383358","2383389","2.11","elaD",""
"H-NS-expo-440","2383400","2383403","2.2","elaD",""
"H-NS-expo-441","2383464","2383490","2.64","elaD",""
"H-NS-expo-442","2383548","2383598","1.32","elaD",""
"H-NS-expo-443","2383665","2383706","2.79","elaD",""
"H-NS-expo-444","2383846","2383855","1.18","elaD",""
"H-NS-expo-445","2383924","2383964","0.99","elaD",""
"H-NS-expo-446","2385726","2385755","1.08","yfbK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027264&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbL</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021155&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbK</a>"
"H-NS-expo-447","2385823","2385859","1.61","yfbL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027264&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbL</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021155&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbK</a>"
"H-NS-expo-448","2386010","2386042","1.02","yfbL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027264&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbL</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021155&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbK</a>"
"H-NS-expo-449","2386642","2386672","1.32","yfbL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027265&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbM</a>"
"H-NS-expo-450","2386877","2386907","1.01","yfbM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027265&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbM</a>"
"H-NS-expo-451","2387734","2387746","1.03","yfbN",""
"H-NS-expo-452","2388506","2388533","1.16","yfbN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027266&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbO</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021156&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbN</a>"
